latitude,longitude,measured_on,number of days reported,precipitation monthlies
44.882,-69.446,01-04-2003,30,38.2
44.882,-69.446,01-05-2003,31,79.1
44.882,-69.446,01-06-2003,30,88.4
44.882,-69.446,01-07-2003,31,44.3
44.882,-69.446,01-08-2003,31,89.2
44.882,-69.446,01-09-2003,30,163.9
44.882,-69.446,01-11-2003,30,106.5
44.882,-69.446,01-12-2003,31,86
44.882,-69.446,01-01-2004,31,0.8
44.882,-69.446,01-02-2004,29,0
44.882,-69.446,01-03-2004,31,38.7
44.882,-69.446,01-04-2004,30,83.7
44.882,-69.446,01-05-2004,31,121.7
44.882,-69.446,01-06-2004,30,47.4
44.882,-69.446,01-07-2004,31,110
44.882,-69.446,01-09-2004,30,53.9
44.882,-69.446,01-10-2004,31,47.4
44.882,-69.446,01-11-2004,30,116.3
44.882,-69.446,01-12-2004,31,70
44.882,-69.446,01-01-2005,31,17.1
44.882,-69.446,01-02-2005,28,28.7
44.882,-69.446,01-03-2005,31,72
44.882,-69.446,01-04-2005,30,196.2
44.882,-69.446,01-05-2005,31,164.7
44.882,-69.446,01-06-2005,30,118.4
44.882,-69.446,01-09-2005,30,112.9
44.882,-69.446,01-10-2005,31,404.2
44.882,-69.446,01-11-2005,30,164.7
44.882,-69.446,01-12-2005,31,106.8
44.882,-69.446,01-01-2006,31,86.4
44.882,-69.446,01-02-2006,28,50.6
44.882,-69.446,01-03-2006,31,18.2
44.882,-69.446,01-04-2006,30,56.3
44.882,-69.446,01-05-2006,31,110
44.882,-69.446,01-06-2006,30,212.6
44.882,-69.446,01-08-2006,31,119.3
44.882,-69.446,01-10-2006,31,194.8
44.882,-69.446,01-11-2006,30,79.2
44.882,-69.446,01-12-2006,31,74.8
44.882,-69.446,01-01-2007,31,42
44.882,-69.446,01-02-2007,28,0
44.882,-69.446,01-03-2007,31,16.9
44.882,-69.446,01-04-2007,30,126.4
44.882,-69.446,01-05-2007,31,70.2
44.882,-69.446,01-06-2007,30,75.1
44.882,-69.446,01-10-2007,31,117.3
44.882,-69.446,01-01-2008,31,30.9
44.882,-69.446,01-03-2008,31,79.9
44.882,-69.446,01-04-2008,30,157
44.882,-69.446,01-05-2008,31,41
44.882,-69.446,01-06-2008,30,161
44.882,-69.446,01-08-2008,31,114.4
44.882,-69.446,01-09-2008,30,160.6
44.882,-69.446,01-10-2008,31,110.4
44.882,-69.446,01-11-2008,30,115.6
44.882,-69.446,01-12-2008,31,93.9
44.882,-69.446,01-01-2009,31,0
44.882,-69.446,01-02-2009,28,18.4
44.882,-69.446,01-03-2009,31,32.9
44.882,-69.446,01-04-2009,30,84.6
44.882,-69.446,01-05-2009,31,101.1
44.882,-69.446,01-06-2009,30,188.7
44.882,-69.446,01-07-2009,31,153.6
44.882,-69.446,01-08-2009,31,88
44.882,-69.446,01-10-2009,31,157
44.882,-69.446,01-11-2009,30,97.3
41.0403,-85.2689,01-11-2000,30,53.2
41.0403,-85.2689,01-05-2001,31,57.7
41.0403,-85.2689,01-11-2001,30,79.9
38.8653,-99.2964,01-06-2000,30,30.9
38.8653,-99.2964,01-10-2000,31,56.9
38.8653,-99.2964,01-11-2000,30,32.8
38.8653,-99.2964,01-12-2000,31,0.1
38.8653,-99.2964,01-01-2001,31,2.7
38.8653,-99.2964,01-02-2001,28,14.6
38.8653,-99.2964,01-03-2001,31,30.1
38.8653,-99.2964,01-07-2001,31,117.7
38.8653,-99.2964,01-08-2001,31,44.1
38.8653,-99.2964,01-10-2001,31,22.4
38.8653,-99.2964,01-11-2001,30,8.3
38.8653,-99.2964,01-12-2001,31,5.3
38.87,-99.296,01-06-2000,30,30.8
38.87,-99.296,01-10-2000,31,57.6
38.87,-99.296,01-12-2000,31,0.1
38.87,-99.296,01-01-2001,31,2.7
38.87,-99.296,01-03-2001,31,30.3
38.87,-99.296,01-08-2006,31,90.6
34.0374,-84.356,01-02-2003,28,125.4
38.9376,-77.045,01-06-2014,30,73
38.9376,-77.045,01-07-2014,31,102.2
38.9376,-77.045,01-08-2014,31,81.4
38.9376,-77.045,01-11-2014,30,78.4
38.9376,-77.045,01-12-2014,31,87.2
38.9376,-77.045,01-01-2015,31,118.4
38.9376,-77.045,01-02-2015,28,124.4
38.9376,-77.045,01-03-2015,31,186.6
38.9376,-77.045,01-04-2015,30,106.8
38.9376,-77.045,01-05-2015,31,55
38.9376,-77.045,01-07-2015,31,154
38.9376,-77.045,01-08-2015,31,41.4
38.9376,-77.045,01-09-2015,30,53.8
38.9376,-77.045,01-10-2015,31,68.2
38.9376,-77.045,01-11-2015,30,54.2
38.9376,-77.045,01-12-2015,31,104
38.9376,-77.045,01-02-2016,29,111.2
38.9376,-77.045,01-03-2016,31,33.8
38.9376,-77.045,01-04-2016,30,48.6
38.9376,-77.045,01-06-2016,30,134.4
38.9376,-77.045,01-07-2016,31,324.6
38.9376,-77.045,01-08-2016,31,278.4
38.9376,-77.045,01-10-2016,31,17.8
38.9376,-77.045,01-11-2016,30,17.4
38.9376,-77.045,01-12-2016,31,53
38.9376,-77.045,01-01-2017,31,152.4
38.9376,-77.045,01-02-2017,28,29
38.9376,-77.045,01-04-2017,30,56
38.9376,-77.045,01-05-2017,31,58.4
38.9376,-77.045,01-06-2017,30,52.6
38.9376,-77.045,01-07-2017,31,129.8
38.9376,-77.045,01-10-2017,31,44.2
38.9376,-77.045,01-11-2017,30,44.6
38.9376,-77.045,01-05-2018,31,142.4
38.9376,-77.045,01-06-2018,30,142.8
38.9376,-77.045,01-08-2018,31,279.6
38.9376,-77.045,01-09-2018,30,376.8
38.9376,-77.045,01-10-2018,31,78.2
38.9376,-77.045,01-11-2018,30,189.2
38.9376,-77.045,01-12-2018,31,122
38.9376,-77.045,01-01-2019,31,88.6
38.9376,-77.045,01-02-2019,28,58.2
38.9376,-77.045,01-03-2019,31,3.2
38.9376,-77.045,01-04-2019,30,17.4
38.9376,-77.045,01-05-2019,31,21.6
38.9376,-77.045,01-06-2019,30,42.8
38.9376,-77.045,01-08-2019,31,251.6
38.9376,-77.045,01-09-2019,30,0
38.9376,-77.045,01-01-2020,31,63.6
38.9376,-77.045,01-02-2020,29,74.2
38.9376,-77.045,01-03-2020,31,56
38.9376,-77.045,01-04-2020,30,117.8
38.9376,-77.045,01-05-2020,31,98
34.9792,-79.2511,01-02-2000,29,50.1
34.9792,-79.2511,01-03-2000,31,85.2
34.9792,-79.2511,01-09-2000,30,352.6
34.9792,-79.2511,01-11-2000,30,94.7
34.9792,-79.2511,01-12-2000,31,33.7
34.9792,-79.2511,01-01-2001,31,51.3
34.9792,-79.2511,01-02-2001,28,70.2
34.9792,-79.2511,01-04-2001,30,12.9
34.9792,-79.2511,01-06-2001,30,125.2
34.9792,-79.2511,01-07-2001,31,36.3
34.9792,-79.2511,01-08-2001,31,109.2
34.9792,-79.2511,01-10-2001,31,24.6
34.9792,-79.2511,01-12-2001,31,21.4
34.9792,-79.2511,01-01-2002,31,104.8
34.9792,-79.2511,01-02-2002,28,44.2
34.9792,-79.2511,01-03-2002,31,75
34.9792,-79.2511,01-06-2002,30,54.3
34.9792,-79.2511,01-09-2002,30,47.6
34.9792,-79.2511,01-10-2002,31,65.6
34.9792,-79.2511,01-12-2002,31,93.3
34.9792,-79.2511,01-01-2003,31,71.4
34.9792,-79.2511,01-02-2003,28,124.1
34.9792,-79.2511,01-06-2003,30,287.2
34.9792,-79.2511,01-09-2003,30,178.5
34.9792,-79.2511,01-10-2003,31,86.4
34.9792,-79.2511,01-11-2003,30,44.5
34.9792,-79.2511,01-02-2004,29,86.2
40.0915,-82.9197,01-11-2000,30,65.4
40.0915,-82.9197,01-12-2000,31,95.1
40.0915,-82.9197,01-01-2001,31,23.8
40.0915,-82.9197,01-02-2001,28,18.7
40.0915,-82.9197,01-03-2001,31,23.3
40.0915,-82.9197,01-04-2001,30,122.8
40.0915,-82.9197,01-05-2001,31,129.5
40.0915,-82.9197,01-07-2001,31,133.6
40.0915,-82.9197,01-08-2001,31,47.2
42.347,-83.372,01-07-2019,31,146.9
42.347,-83.372,01-08-2019,31,70
42.347,-83.372,01-09-2019,30,113.6
42.347,-83.372,01-10-2019,31,124.9
42.347,-83.372,01-12-2019,31,50.6
42.347,-83.372,01-01-2020,31,97.2
42.347,-83.372,01-02-2020,29,6.8
42.347,-83.372,01-04-2020,30,68.5
42.347,-83.372,01-05-2020,31,116.9
42.347,-83.372,01-06-2020,30,87.1
41.3975,-90.8994,01-11-2000,30,38.1
35.15,-95.7667,01-11-2000,30,507.5
43.7,-72.1,01-10-2014,31,127.7
39.9959,-75.032,01-02-2015,28,27.9
39.9959,-75.032,01-04-2015,30,25.2
39.9959,-75.032,01-07-2016,31,94.2
39.9959,-75.032,01-12-2016,31,24.9
39.9959,-75.032,01-05-2017,31,101.2
39.9959,-75.032,01-06-2017,30,56.7
39.9959,-75.032,01-09-2017,30,19.8
39.9959,-75.032,01-10-2017,31,90.3
39.9959,-75.032,01-11-2017,30,25.2
39.9959,-75.032,01-12-2017,31,24.4
39.9959,-75.032,01-04-2018,30,62.2
39.9959,-75.032,01-05-2018,31,86.9
39.9959,-75.032,01-07-2018,31,59.7
39.9959,-75.032,01-09-2018,30,157.4
39.9959,-75.032,01-10-2018,31,64.9
39.9959,-75.032,01-11-2018,30,167.2
39.9959,-75.032,01-12-2018,31,81.4
39.9959,-75.032,01-01-2019,31,34.4
39.9959,-75.032,01-02-2019,28,17.1
39.9959,-75.032,01-03-2019,31,23.6
39.9959,-75.032,01-09-2019,30,39.2
39.9959,-75.032,01-10-2019,31,81.7
39.9959,-75.032,01-11-2019,30,31.2
39.9959,-75.032,01-12-2019,31,106
39.9959,-75.032,01-02-2020,29,45.6
39.9959,-75.032,01-04-2020,30,71.1
39.9959,-75.032,01-05-2020,31,43.3
39.9959,-75.032,01-06-2020,30,55.9
39.999,-75.042,01-07-2016,31,94.2
39.999,-75.042,01-12-2016,31,24.9
39.999,-75.042,01-05-2017,31,100.1
39.999,-75.042,01-06-2017,30,55.6
39.999,-75.042,01-09-2017,30,19.3
39.999,-75.042,01-10-2017,31,90.8
39.999,-75.042,01-11-2017,30,25.2
39.999,-75.042,01-12-2017,31,25.2
39.999,-75.042,01-04-2018,30,62.5
39.999,-75.042,01-05-2018,31,87.1
39.999,-75.042,01-07-2018,31,58.4
39.999,-75.042,01-10-2018,31,65.4
39.999,-75.042,01-11-2018,30,164.7
39.999,-75.042,01-12-2018,31,79.4
39.999,-75.042,01-01-2019,31,35
39.999,-75.042,01-02-2019,28,17.2
39.999,-75.042,01-03-2019,31,23.5
39.999,-75.042,01-09-2019,30,39
39.999,-75.042,01-10-2019,31,81.7
39.999,-75.042,01-11-2019,30,30.7
39.999,-75.042,01-12-2019,31,105.3
39.999,-75.042,01-01-2020,31,46.2
39.999,-75.042,01-02-2020,29,45
39.999,-75.042,01-04-2020,30,70.3
39.999,-75.042,01-05-2020,31,43.7
39.999,-75.042,01-06-2020,30,57.4
39.999,-75.042,01-08-2020,31,105.2
33.9518,-98.6635,01-02-2000,29,24.2
42.5218,-78.8351,01-02-2007,28,50.8
42.5218,-78.8351,01-11-2007,30,66.8
42.5218,-78.8351,01-03-2008,31,122.2
42.5218,-78.8351,01-03-2010,31,90
42.5218,-78.8351,01-01-2012,31,58.1
42.5218,-78.8351,01-02-2012,29,30
33.3453,-117.236,01-01-2002,31,14.4
36.15,-91.8333,01-11-2001,30,108
38.9591,-77.0434,01-10-2000,31,2
38.9591,-77.0434,01-10-2001,31,23.2
36,-93.0032,01-07-2000,31,68.7
36,-93.0032,01-08-2000,31,40.2
36,-93.0032,01-09-2000,30,63.5
36,-93.0032,01-10-2000,31,78.5
36,-93.0032,01-11-2000,30,168.7
42.4822,-74.6068,01-10-2006,31,118.2
42.4822,-74.6068,01-11-2006,30,74.9
43.08141,-77.51126,01-11-2010,30,292.7
43.8878,-100.7407,01-02-2000,29,0
43.8878,-100.7407,01-03-2000,31,0.2
43.8878,-100.7407,01-04-2000,30,28.3
39.038056,-76.065556,01-03-2016,31,174.5
48.1832,-122.1198,01-01-2000,31,113.3
48.1832,-122.1198,01-08-2000,31,5.4
48.1832,-122.1198,01-09-2000,30,92.7
48.1832,-122.1198,01-10-2000,31,83.2
48.1832,-122.1198,01-11-2000,30,56.8
48.1832,-122.1198,01-12-2000,31,84.2
48.1832,-122.1198,01-01-2001,31,115.7
48.1832,-122.1198,01-02-2001,28,47.6
48.1832,-122.1198,01-03-2001,31,120
48.1832,-122.1198,01-05-2001,31,58.1
48.1832,-122.1198,01-06-2001,30,137.1
48.1832,-122.1198,01-07-2001,31,28.2
48.1832,-122.1198,01-08-2001,31,34.8
48.1832,-122.1198,01-09-2001,30,31.1
48.1832,-122.1198,01-10-2001,31,177.5
48.1832,-122.1198,01-11-2001,30,156.9
48.1832,-122.1198,01-12-2001,31,160
48.1832,-122.1198,01-01-2002,31,150.8
48.1832,-122.1198,01-03-2002,31,88.5
48.1832,-122.1198,01-05-2002,31,65.5
44.1073,-85.3787,01-05-2003,31,69.8
36.5197,-119.5463,01-01-2000,31,0
36.5197,-119.5463,01-04-2000,30,27.4
36.5197,-119.5463,01-02-2001,28,54
36.5197,-119.5463,01-03-2001,31,44.1
36.5197,-119.5463,01-08-2001,31,0
36.5197,-119.5463,01-10-2001,31,1
36.5197,-119.5463,01-12-2001,31,100
36.5197,-119.5463,01-06-2002,30,0.1
36.5197,-119.5463,01-09-2002,30,0.3
36.5197,-119.5463,01-10-2002,31,0
36.5197,-119.5463,01-10-2003,31,0
36.5197,-119.5463,01-05-2004,31,0
40.0183,-75.9142,01-10-2000,31,62.6
29.75,-95.5058,01-01-2000,31,13.4
42.2833,-92.2008,01-12-2006,31,39.1
42.2833,-92.2008,01-01-2007,31,4.5
42.2833,-92.2008,01-02-2007,28,18.9
42.2833,-92.2008,01-03-2007,31,36.4
42.2833,-92.2008,01-05-2007,31,95.9
42.2833,-92.2008,01-11-2007,30,3.5
42.2833,-92.2008,01-12-2007,31,13.5
42.2833,-92.2008,01-02-2008,29,7.8
42.2833,-92.2008,01-03-2008,31,40.6
42.2833,-92.2008,01-05-2008,31,135.5
40.51148,-75.76815,01-12-2016,31,2.5
40.51148,-75.76815,01-05-2017,31,34.1
40.51148,-75.76815,01-09-2017,30,39
40.51148,-75.76815,01-10-2017,31,49.4
40.51148,-75.76815,01-11-2017,30,25.1
40.51148,-75.76815,01-12-2017,31,17.7
40.51148,-75.76815,01-04-2018,30,50.3
40.51148,-75.76815,01-05-2018,31,92.2
40.51148,-75.76815,01-09-2018,30,88.2
40.51148,-75.76815,01-10-2018,31,40.2
40.51148,-75.76815,01-11-2018,30,134
40.51148,-75.76815,01-03-2019,31,17.9
40.51148,-75.76815,01-05-2019,31,159.9
40.51148,-75.76815,01-09-2019,30,31
40.51148,-75.76815,01-11-2019,30,50.5
40.51148,-75.76815,01-12-2019,31,58.1
40.51148,-75.76815,01-04-2020,30,59.4
40.51148,-75.76815,01-06-2020,30,23.1
34.4495,-119.757,01-05-2001,31,3.6
34.4495,-119.757,01-10-2001,31,20.4
36.303,-119.3437,01-11-2002,30,13.8
36.303,-119.3437,01-04-2003,30,45.1
36.303,-119.3437,01-09-2003,30,0
36.303,-119.3437,01-12-2003,31,46.4
36.303,-119.3437,01-01-2005,31,42.2
36.303,-119.3437,01-02-2005,28,53
36.303,-119.3437,01-01-2000,31,45.9
36.303,-119.3437,01-03-2000,31,38.3
36.303,-119.3437,01-04-2000,30,8.1
36.303,-119.3437,01-05-2000,31,7
36.303,-119.3437,01-06-2000,30,6.5
36.303,-119.3437,01-09-2000,30,0
36.303,-119.3437,01-11-2000,30,1.6
36.303,-119.3437,01-12-2000,31,3.2
36.303,-119.3437,01-03-2001,31,13.5
36.303,-119.3437,01-05-2002,31,9
36.303,-119.3437,01-06-2002,30,0
40.8665,-81.4463,01-09-2000,30,88.6
40.8665,-81.4463,01-10-2000,31,41.1
40.8665,-81.4463,01-02-2001,28,26.2
40.8665,-81.4463,01-03-2001,31,37
40.8665,-81.4463,01-04-2001,30,132.5
40.8665,-81.4463,01-09-2001,30,59.2
40.8665,-81.4463,01-10-2001,31,150.3
40.8665,-81.4463,01-11-2001,30,80.4
40.8665,-81.4463,01-12-2001,31,52.3
40.8665,-81.4463,01-02-2002,28,9.3
40.8665,-81.4463,01-11-2002,30,107.1
40.8665,-81.4463,01-12-2002,31,48.2
40.8665,-81.4463,01-01-2003,31,22.5
40.8665,-81.4463,01-02-2003,28,29.4
40.8665,-81.4463,01-04-2003,30,67.2
40.8665,-81.4463,01-05-2003,31,190.2
40.8665,-81.4463,01-09-2003,30,153.5
40.8665,-81.4463,01-11-2003,30,63.9
40.8665,-81.4463,01-12-2003,31,39.3
40.8665,-81.4463,01-04-2004,30,81.8
40.8665,-81.4463,01-05-2004,31,118.4
40.8665,-81.4463,01-09-2004,30,119.7
40.8665,-81.4463,01-10-2004,31,56.2
40.8665,-81.4463,01-11-2004,30,67.8
40.8665,-81.4463,01-01-2005,31,121
40.8665,-81.4463,01-02-2005,28,46
40.8665,-81.4463,01-03-2005,31,55.2
40.8665,-81.4463,01-04-2005,30,102.7
40.8665,-81.4463,01-05-2005,31,74.8
40.8665,-81.4463,01-09-2005,30,71.9
40.8665,-81.4463,01-10-2005,31,117.2
40.8665,-81.4463,01-11-2005,30,63.1
40.8665,-81.4463,01-12-2005,31,40.5
40.8665,-81.4463,01-02-2006,28,32.5
40.8665,-81.4463,01-03-2006,31,45
40.8665,-81.4463,01-04-2006,30,82.1
40.8665,-81.4463,01-05-2006,31,152.6
44.0083,-123.031044,01-12-2014,31,262.5
30.7145,-88.0877,01-03-2000,31,231.6
39.8637,-123.7174,01-01-2002,31,237.4
39.8637,-123.7174,01-02-2002,28,251.8
39.8637,-123.7174,01-03-2002,31,124.3
39.8637,-123.7174,01-04-2002,30,35.9
39.8637,-123.7174,01-05-2002,31,52.3
33.8915,-84.1535,01-09-2003,30,62.3
37.9578,-121.2897,01-02-2000,29,91.1
37.9578,-121.2897,01-03-2000,31,27
42.5356,-71.4895,01-07-2004,31,74.9
42.5356,-71.4895,01-03-2010,31,389.1
42.5356,-71.4895,01-01-2013,31,24.1
42.5356,-71.4895,01-08-2013,31,14.3
42.5356,-71.4895,01-12-2014,31,56.2
42.5356,-71.4895,01-02-2015,28,2.8
42.5356,-71.4895,01-07-2016,31,15.8
42.5356,-71.4895,01-12-2016,31,43.4
42.5356,-71.4895,01-05-2017,31,104
42.5356,-71.4895,01-06-2017,30,104.4
42.5356,-71.4895,01-09-2017,30,74.5
42.5356,-71.4895,01-11-2017,30,35.1
42.5356,-71.4895,01-12-2017,31,30.3
42.5356,-71.4895,01-07-2018,31,108.4
42.5356,-71.4895,01-12-2018,31,0
42.5356,-71.4895,01-01-2019,31,0
42.5356,-71.4895,01-05-2019,31,0
42.5356,-71.4895,01-09-2019,30,0
42.5356,-71.4895,01-10-2019,31,20.7
42.5356,-71.4895,01-11-2019,30,57
42.5356,-71.4895,01-12-2019,31,71.7
42.5356,-71.4895,01-02-2020,29,62.9
42.5356,-71.4895,01-04-2020,30,114.4
42.5356,-71.4895,01-05-2020,31,33.8
42.5356,-71.4895,01-06-2020,30,19.8
33.8692,-84.2192,01-11-2000,30,128.4
44.7225,-122.6898,01-01-2013,31,16.3
44.7225,-122.6898,01-08-2013,31,8.2
44.7225,-122.6898,01-11-2013,30,21.5
44.7225,-122.6898,01-06-2014,30,9.9
44.7225,-122.6898,01-08-2014,31,6.1
44.7225,-122.6898,01-09-2014,30,15.5
44.7225,-122.6898,01-12-2016,31,22.1
44.7225,-122.6898,01-05-2017,31,29.4
44.7225,-122.6898,01-06-2017,30,14.7
44.7225,-122.6898,01-10-2017,31,108.3
44.7225,-122.6898,01-12-2017,31,35.6
44.7225,-122.6898,01-05-2018,31,1.5
44.7225,-122.6898,01-08-2018,31,0
44.7225,-122.6898,01-10-2018,31,23.1
44.7225,-122.6898,01-01-2019,31,20
44.7225,-122.6898,01-02-2019,28,44.6
44.7225,-122.6898,01-05-2019,31,37.9
44.7225,-122.6898,01-02-2020,29,16.2
44.7225,-122.6898,01-05-2020,31,43.7
36.05449,-94.55219,01-02-2000,29,108
36.05449,-94.55219,01-03-2000,31,118
36.05449,-94.55219,01-04-2000,30,105
36.05449,-94.55219,01-12-2000,31,78
36.05449,-94.55219,01-01-2001,31,72
36.05449,-94.55219,01-02-2001,28,230
36.05449,-94.55219,01-03-2001,31,17
36.05449,-94.55219,01-04-2001,30,54
36.05449,-94.55219,01-06-2001,30,105
36.05449,-94.55219,01-07-2001,31,34
36.05449,-94.55219,01-08-2001,31,89
36.05449,-94.55219,01-11-2001,30,80
36.05449,-94.55219,01-12-2001,31,88
36.05449,-94.55219,01-01-2002,31,22
36.05449,-94.55219,01-02-2002,28,14
36.05449,-94.55219,01-03-2002,31,80
36.05449,-94.55219,01-05-2002,31,171
36.05449,-94.55219,01-06-2002,30,52.5
36.05449,-94.55219,01-09-2002,30,35
36.05449,-94.55219,01-11-2002,30,21
36.05449,-94.55219,01-03-2003,31,41
36.05449,-94.55219,01-05-2003,31,131
36.05449,-94.55219,01-07-2003,31,86
36.05449,-94.55219,01-08-2003,31,122
36.05449,-94.55219,01-09-2003,30,61
36.05449,-94.55219,01-10-2003,31,95
36.05449,-94.55219,01-11-2003,30,98.5
36.05449,-94.55219,01-12-2003,31,73
36.05449,-94.55219,01-01-2004,31,89.5
36.05449,-94.55219,01-03-2004,31,158
36.05449,-94.55219,01-04-2004,30,203
36.05449,-94.55219,01-05-2004,31,66
36.05449,-94.55219,01-06-2004,30,144
36.05449,-94.55219,01-07-2004,31,271
36.05449,-94.55219,01-08-2004,31,54
36.05449,-94.55219,01-09-2004,30,23
36.05449,-94.55219,01-11-2004,30,172
36.05449,-94.55219,01-12-2004,31,36
36.05449,-94.55219,01-01-2005,31,176
36.05449,-94.55219,01-02-2005,28,71
36.05449,-94.55219,01-03-2005,31,46
36.05449,-94.55219,01-04-2005,30,82
36.05449,-94.55219,01-05-2005,31,93
36.05449,-94.55219,01-06-2005,30,106
36.05449,-94.55219,01-11-2005,30,0.3
36.05449,-94.55219,01-12-2005,31,9
36.05449,-94.55219,01-01-2006,31,35
36.05449,-94.55219,01-03-2006,31,75
36.05449,-94.55219,01-04-2006,30,111
36.05449,-94.55219,01-05-2006,31,174
36.05449,-94.55219,01-08-2006,31,83
36.05449,-94.55219,01-09-2006,30,80
36.05449,-94.55219,01-10-2006,31,57.5
36.05449,-94.55219,01-11-2006,30,122
36.05449,-94.55219,01-12-2006,31,117
36.05449,-94.55219,01-01-2007,31,39
36.05449,-94.55219,01-02-2007,28,23
36.05449,-94.55219,01-03-2007,31,27.5
36.05449,-94.55219,01-06-2007,30,156
36.05449,-94.55219,01-07-2007,31,203.5
36.05449,-94.55219,01-08-2007,31,7
36.05449,-94.55219,01-09-2007,30,110
36.05449,-94.55219,01-11-2007,30,6
36.05449,-94.55219,01-12-2007,31,66
36.05449,-94.55219,01-01-2008,31,90
36.05449,-94.55219,01-02-2008,29,47
36.05449,-94.55219,01-04-2008,30,199
36.05449,-94.55219,01-05-2008,31,120
36.05449,-94.55219,01-07-2008,31,130
36.05449,-94.55219,01-08-2008,31,164
36.05449,-94.55219,01-09-2008,30,130
36.05449,-94.55219,01-10-2008,31,48
36.05449,-94.55219,01-11-2008,30,41
36.05449,-94.55219,01-12-2008,31,60
36.05449,-94.55219,01-01-2009,31,18
36.05449,-94.55219,01-02-2009,28,45
36.05449,-94.55219,01-03-2009,31,87
36.05449,-94.55219,01-04-2009,30,149
36.05449,-94.55219,01-05-2009,31,145
36.05449,-94.55219,01-06-2009,30,86
36.05449,-94.55219,01-07-2009,31,45
36.05449,-94.55219,01-08-2009,31,114
36.05449,-94.55219,01-09-2009,30,204
36.05449,-94.55219,01-01-2010,31,38.5
36.05449,-94.55219,01-02-2010,28,70
36.05449,-94.55219,01-03-2010,31,111
36.05449,-94.55219,01-04-2010,30,59.5
36.05449,-94.55219,01-06-2010,30,123
36.05449,-94.55219,01-07-2010,31,74.2
36.05449,-94.55219,01-08-2010,31,54
36.05449,-94.55219,01-09-2010,30,131
36.05449,-94.55219,01-11-2010,30,73
36.05449,-94.55219,01-02-2011,28,77
36.05449,-94.55219,01-03-2011,31,24.7
36.05449,-94.55219,01-04-2011,30,211.6
36.05449,-94.55219,01-05-2011,31,148.2
36.05449,-94.55219,01-06-2011,30,30
36.05449,-94.55219,01-07-2011,31,15
36.05449,-94.55219,01-08-2011,31,71
36.05449,-94.55219,01-09-2011,30,76.5
36.05449,-94.55219,01-10-2011,31,67
36.05449,-94.55219,01-12-2011,31,55.5
36.05449,-94.55219,01-01-2012,31,48
36.05449,-94.55219,01-02-2012,29,44.4
36.05449,-94.55219,01-04-2012,30,47
36.05449,-94.55219,01-08-2012,31,55
36.05449,-94.55219,01-09-2012,30,100.5
36.05449,-94.55219,01-10-2012,31,40.5
36.05449,-94.55219,01-11-2012,30,27.6
36.05449,-94.55219,01-12-2012,31,30
36.05449,-94.55219,01-01-2013,31,46.5
36.05449,-94.55219,01-03-2013,31,90
36.05449,-94.55219,01-06-2013,30,68
36.05449,-94.55219,01-09-2013,30,33
36.05449,-94.55219,01-10-2013,31,51.9
40.8118,-74.1247,01-02-2000,29,30
40.8118,-74.1247,01-03-2000,31,39.7
40.8118,-74.1247,01-04-2000,30,129.3
40.8118,-74.1247,01-05-2000,31,79.2
40.8118,-74.1247,01-07-2000,31,208.7
40.8118,-74.1247,01-08-2000,31,85.9
40.8118,-74.1247,01-09-2000,30,134.8
40.8118,-74.1247,01-10-2000,31,16
40.8118,-74.1247,01-11-2000,30,109.1
40.8118,-74.1247,01-12-2000,31,81.7
40.8118,-74.1247,01-01-2001,31,56.7
40.8118,-74.1247,01-02-2001,28,35.2
40.8118,-74.1247,01-04-2001,30,27.7
40.8118,-74.1247,01-06-2001,30,102.2
40.8118,-74.1247,01-07-2001,31,49.2
40.8118,-74.1247,01-12-2001,31,117.1
39.646,-80.8617,01-07-2004,31,49
39.646,-80.8617,01-08-2014,31,12.2
41.36518,-73.75677,01-01-2013,31,14.2
41.36518,-73.75677,01-08-2014,31,13.2
41.36518,-73.75677,01-09-2014,30,25.7
41.36518,-73.75677,01-07-2016,31,43.5
41.36518,-73.75677,01-12-2016,31,7.9
41.36518,-73.75677,01-05-2017,31,38.7
41.36518,-73.75677,01-06-2017,30,18.3
41.36518,-73.75677,01-09-2017,30,26.5
41.36518,-73.75677,01-10-2017,31,49.5
41.36518,-73.75677,01-11-2017,30,0
41.36518,-73.75677,01-04-2018,30,25.9
41.36518,-73.75677,01-08-2018,31,102.9
41.36518,-73.75677,01-09-2018,30,45.7
41.36518,-73.75677,01-11-2018,30,62.3
41.36518,-73.75677,01-12-2018,31,30.6
41.36518,-73.75677,01-01-2019,31,36.2
41.36518,-73.75677,01-09-2019,30,4.7
41.36518,-73.75677,01-11-2019,30,17.9
41.36518,-73.75677,01-12-2019,31,27
41.36518,-73.75677,01-02-2020,29,16.1
41.36518,-73.75677,01-03-2020,31,21.6
41.36518,-73.75677,01-04-2020,30,25.8
41.36518,-73.75677,01-05-2020,31,25.9
40.0034,-74.3044,01-04-2000,30,70.8
40.0034,-74.3044,01-05-2000,31,91.2
40.0034,-74.3044,01-07-2000,31,82.3
40.0034,-74.3044,01-06-2001,30,69.2
40.0034,-74.3044,01-07-2001,31,82.3
40.0034,-74.3044,01-08-2001,31,124.3
40.0034,-74.3044,01-10-2001,31,28
40.0034,-74.3044,01-11-2001,30,229.1
36.372,-109.6243,01-02-2000,29,18
36.372,-109.6243,01-03-2000,31,143
36.372,-109.6243,01-11-2000,30,28
36.372,-109.6243,01-12-2000,31,9
36.372,-109.6243,01-01-2001,31,4
