,gbifID,scientificName,decimalLatitude,decimalLongitude,day,month,year,rain,temp,soil_temp,optical_thickness,transmission_percent
7131,1990624671,"Canis latrans Say, 1823",30.413012,-97.781719,26,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7132,1990624668,"Canis latrans Say, 1823",30.413012,-97.781719,30,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7133,1990624476,"Canis latrans Say, 1823",37.983072,-122.593496,21,11,2017,2.5,19.1,2.8,0.025823900000000004,97.45066848
7134,1990624333,"Canis latrans Say, 1823",37.890774,-122.57485700000001,29,10,2017,1.0,23.4,17.3,0.037841622000000005,96.28654258
7135,1990622351,"Canis latrans Say, 1823",34.09402,-116.16921699999999,29,12,2018,98.7,14.3,7.5,0.18112288699999998,83.43328234
7136,1990621916,"Canis latrans Say, 1823",48.537013,-121.80065900000001,29,1,2019,20.0,8.7,-0.5,0.041272188,95.95679111
7137,1990621384,"Canis latrans Say, 1823",32.939646999999994,-117.13502700000001,29,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7138,1990621197,"Canis latrans Say, 1823",34.144194,-118.437178,29,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7139,1990620577,"Canis latrans Say, 1823",27.56755,-82.585229,25,1,2019,18.9,19.8,4.5,1.68381155,18.56649544
7140,1990619342,"Canis latrans Say, 1823",38.094842,-122.18318799999999,25,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7141,1990618762,"Canis latrans Say, 1823",36.09278,-115.002848,28,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7142,1990617827,"Canis latrans Say, 1823",33.125,-96.878288,29,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7143,1990617576,"Canis latrans Say, 1823",37.74395,-122.41037800000001,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7144,1990617052,"Canis latrans Say, 1823",37.565018,-122.069511,29,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7145,1990614257,"Canis latrans Say, 1823",34.782454,-118.80691100000001,26,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7146,1990612065,"Canis latrans Say, 1823",29.422036,-95.732793,28,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7147,1990611309,"Canis latrans Say, 1823",34.240971,-118.482681,23,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7148,1990610406,"Canis latrans Say, 1823",42.302788,-71.102651,23,1,2019,76.2,0.4,2.7,0.066709988,93.5466458
7149,1990609757,"Canis latrans Say, 1823",36.860509,-119.801446,28,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7150,1990609652,"Canis latrans Say, 1823",42.165259000000006,-71.13776999999999,8,1,2019,76.2,0.4,2.7,0.066709988,93.5466458
7151,1990608854,"Canis latrans Say, 1823",36.787253,-121.31662800000001,26,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7152,1990607937,"Canis latrans Say, 1823",33.843182,-116.31433100000001,1,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7153,1990607629,"Canis latrans Say, 1823",37.831852000000005,-122.511925,17,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7154,1990606967,"Canis latrans Say, 1823",38.751763000000004,-121.972897,27,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7155,1990606112,"Canis latrans Say, 1823",43.563628,-117.405073,14,5,2018,1.5,15.2,15.2,0.101532044,90.34522285
7156,1990605363,"Canis latrans Say, 1823",33.037254,-116.94788899999999,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7157,1990605347,"Canis latrans Say, 1823",34.308658,-119.09643600000001,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7158,1990605143,"Canis latrans Say, 1823",37.411907,-89.375437,26,1,2019,7.5,-1.9,6.0,1.68381155,18.56649544
7159,1990605021,"Canis latrans Say, 1823",37.742221,-122.44035600000001,27,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7160,1990604997,"Canis latrans Say, 1823",34.145319,-117.928711,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7161,1990604953,"Canis latrans Say, 1823",37.741262,-122.442241,27,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7162,1990604871,"Canis latrans Say, 1823",33.038511,-116.93829699999999,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7163,1990604620,"Canis latrans Say, 1823",33.018201,-116.91344699999999,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7164,1990604575,"Canis latrans Say, 1823",41.789567,-88.02202,27,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7165,1990604392,"Canis latrans Say, 1823",33.039,-116.94,27,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7166,1990601806,"Canis latrans Say, 1823",37.176635,-120.61558600000001,26,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7167,1990601786,"Canis latrans Say, 1823",37.176635,-120.61558600000001,26,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7168,1990601741,"Canis latrans Say, 1823",34.283401,-118.826508,25,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7169,1990601419,"Canis latrans Say, 1823",43.304994,-88.844828,9,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7170,1990601217,"Canis latrans Say, 1823",33.099949,-116.708474,19,8,2016,170.0,25.2,26.7,0.065,93.70674634
7171,1990597725,"Canis latrans Say, 1823",38.615433,-121.30630900000001,21,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7172,1990596984,"Canis latrans Say, 1823",37.407696,-122.16538899999999,26,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7173,1990596440,"Canis latrans Say, 1823",45.39094,-93.172691,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7174,1990596366,"Canis latrans Say, 1823",45.389719,-93.164753,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7175,1990596337,"Canis latrans Say, 1823",45.389179,-93.163227,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7176,1990596312,"Canis latrans Say, 1823",45.390797,-93.172504,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7177,1990596304,"Canis latrans Say, 1823",45.38998,-93.164905,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7178,1990596281,"Canis latrans Say, 1823",45.391397999999995,-93.16494300000001,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7179,1990596033,"Canis latrans Say, 1823",40.137274,-105.204086,26,1,2019,5.5,1.8,-0.5,0.032908434,96.76271575
7180,1990594753,"Canis latrans Say, 1823",33.744392,-116.19969499999999,26,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7181,1990593664,"Canis latrans Say, 1823",42.569424,-103.72261400000001,29,5,2018,98.5,16.3,15.2,0.101532044,90.34522285
7182,1990593079,"Canis latrans Say, 1823",36.991753,-121.927825,26,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7183,1990591881,"Canis latrans Say, 1823",45.40027,-93.196913,26,1,2019,5.5,-14.0,6.0,0.06887462700000001,93.34437017
7184,1990587689,"Canis latrans Say, 1823",41.172742,-87.83081999999999,25,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7185,1990587618,"Canis latrans Say, 1823",37.891582,-122.55718700000001,25,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7186,1990587399,"Canis latrans Say, 1823",42.477063,-71.64980600000001,25,1,2019,0.0,-3.0,2.7,0.066709988,93.5466458
7187,1990585482,"Canis latrans Say, 1823",42.409634000000004,-71.32723399999999,25,1,2019,0.0,-3.0,2.7,0.066709988,93.5466458
7188,1990584391,"Canis latrans Say, 1823",30.413012,-97.781719,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7189,1990584375,"Canis latrans Say, 1823",42.402460999999995,-71.08479399999999,25,1,2019,76.2,0.4,2.7,0.066709988,93.5466458
7190,1990584369,"Canis latrans Say, 1823",30.413012,-97.781719,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7191,1990584360,"Canis latrans Say, 1823",40.076116999999996,-83.054542,25,1,2019,44.7,-2.7,4.5,0.06887462700000001,93.34437017
7192,1990584323,"Canis latrans Say, 1823",30.413012,-97.781719,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7193,1990584319,"Canis latrans Say, 1823",30.413012,-97.781719,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7194,1990584251,"Canis latrans Say, 1823",32.763838,-117.06873,25,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7195,1990584049,"Canis latrans Say, 1823",32.763838,-117.06873,25,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7196,1990581182,"Canis latrans Say, 1823",37.831333,-122.524833,24,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7197,1990580623,"Canis latrans Say, 1823",41.750747,-88.271874,8,11,2015,93.4,8.7,6.1,-1.3465,101.0
7199,1990579233,"Canis latrans Say, 1823",32.863315,-117.19424,24,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7200,1990579003,"Canis latrans Say, 1823",33.046202,-116.934625,24,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7201,1990578711,"Canis latrans Say, 1823",33.049028,-116.93602800000001,24,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7202,1990578633,"Canis latrans Say, 1823",33.799603999999995,-106.88670900000001,6,1,2019,145.0,1.8,6.0,0.032908434,96.76271575
7203,1990577786,"Canis latrans Say, 1823",37.119582,-101.894832,24,1,2019,13.8,1.8,6.0,0.032908434,96.76271575
7204,1990577723,"Canis latrans Say, 1823",28.045780999999998,-81.78301,24,1,2019,18.9,19.8,4.5,0.048249642,95.28958744
7205,1990577567,"Canis latrans Say, 1823",41.202153,-74.16669300000001,6,1,2019,36.2,-2.0,2.7,0.075131823,92.76211969
7206,1990576692,"Canis latrans Say, 1823",33.09752,-116.469811,23,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7207,1990576515,"Canis latrans Say, 1823",37.103229,-101.93895400000001,24,1,2019,13.8,1.8,6.0,0.032908434,96.76271575
7208,1990576229,"Canis latrans Say, 1823",26.181502,-98.382373,24,9,2018,52.5,25.9,21.8,0.0793,92.37627540000001
7209,1990573270,"Canis latrans Say, 1823",43.612745000000004,-72.509408,23,1,2019,37.2,-3.6,2.7,0.066709988,93.5466458
7210,1990571956,"Canis latrans Say, 1823",48.025237,-122.67858100000001,12,1,2019,20.0,8.7,-0.5,0.042777697999999996,95.81243591
7211,1990571410,"Canis latrans Say, 1823",33.063782,-96.965362,23,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7212,1990570213,"Canis latrans Say, 1823",37.679833,-122.40661899999999,23,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7213,1990569927,"Canis latrans Say, 1823",36.576058,-76.5221,23,1,2019,72.0,5.1,4.5,0.048249642,95.28958744
7214,1990569906,"Canis latrans Say, 1823",42.413243,-71.509132,9,2,2010,3.5,-1.3,1.1,0.1422,86.74477496
7215,1990569357,"Canis latrans Say, 1823",44.769940999999996,-93.341309,23,1,2019,13.8,-14.0,6.0,0.06887462700000001,93.34437017
7216,1990569070,"Canis latrans Say, 1823",29.675721999999997,-95.242698,22,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7217,1990568908,"Canis latrans Say, 1823",44.886364,-93.18576800000001,20,1,2019,13.8,-14.0,6.0,0.06887462700000001,93.34437017
7218,1990568877,"Canis latrans Say, 1823",44.875969,-93.191574,20,1,2019,13.8,-14.0,6.0,0.06887462700000001,93.34437017
7219,1990568739,"Canis latrans Say, 1823",41.660716,-87.539754,22,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7221,1990566054,"Canis latrans Say, 1823",37.376818,-120.44028899999999,22,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7222,1990565325,"Canis latrans Say, 1823",32.444588,-85.647842,22,1,2019,44.7,3.1,6.0,1.68381155,18.56649544
7223,1990564137,"Canis latrans Say, 1823",27.572211,-99.42493499999999,22,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7224,1990563838,"Canis latrans Say, 1823",37.794548,-122.45708300000001,22,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7225,1990563800,"Canis latrans Say, 1823",37.794521,-122.457082,21,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7226,1990562931,"Canis latrans Say, 1823",35.440784,-80.636162,19,1,2019,72.0,3.1,4.5,0.048249642,95.28958744
7227,1990561519,"Canis latrans Say, 1823",44.494164000000005,-72.270328,31,10,2018,80.4,9.4,16.3,0.032665031000000004,96.78627089
7228,1990556980,"Canis latrans Say, 1823",33.61992,-112.24123999999999,21,1,2019,145.0,14.3,-0.5,0.032908434,96.76271575
7229,1990556428,"Canis latrans Say, 1823",32.839883,-117.02426000000001,21,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7230,1990556384,"Canis latrans Say, 1823",32.875068,-117.047091,21,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7231,1990556349,"Canis latrans Say, 1823",32.88069,-117.047091,21,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7232,1990556258,"Canis latrans Say, 1823",31.898509999999998,-96.43249200000001,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7233,1990554830,"Canis latrans Say, 1823",27.574370000000002,-99.432547,21,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7234,1990554463,"Canis latrans Say, 1823",31.940684,-94.650749,1,11,2012,27.6,16.0,15.2,0.095,90.93729345
7235,1990553526,"Canis latrans Say, 1823",37.880024,-122.22605800000001,20,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7236,1990551857,"Canis latrans Say, 1823",36.693449,-75.923118,19,1,2019,72.0,5.1,4.5,0.030199629,97.02518241
7237,1990550090,"Canis latrans Say, 1823",37.411145,-122.16466899999999,20,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7239,1990549936,"Canis latrans Say, 1823",42.100746,-72.33335500000001,30,5,2013,122.6,13.9,25.2,1.5727,20.7484218
7240,1990549500,"Canis latrans Say, 1823",44.871448,-93.18910699999999,20,1,2019,13.8,-14.0,6.0,0.06887462700000001,93.34437017
7241,1990548323,"Canis latrans Say, 1823",32.677234999999996,-80.343464,13,1,2019,72.0,7.1,4.5,0.048249642,95.28958744
7242,1990547056,"Canis latrans Say, 1823",43.062063,-89.517268,20,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7243,1990546843,"Canis latrans Say, 1823",32.934855,-116.258187,11,11,2018,58.6,17.6,2.7,0.45958034700000006,63.15486213
7244,1990545372,"Canis latrans Say, 1823",44.936052000000004,-93.26859499999999,4,11,2018,41.2,0.9,8.4,0.051614902000000004,94.96945218
7245,1990544470,"Canis latrans Say, 1823",43.067097,-89.455938,20,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7246,1990540488,"Canis latrans Say, 1823",43.04631,-89.527389,18,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7247,1990540395,"Canis latrans Say, 1823",37.620326,-122.49275300000001,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7248,1990540381,"Canis latrans Say, 1823",33.199524,-96.874023,18,1,2019,7.5,6.5,6.0,1.68381155,18.56649544
7249,1990540249,"Canis latrans Say, 1823",40.811233,-111.87158000000001,19,1,2019,145.0,1.8,-0.5,0.032908434,96.76271575
7250,1990539366,"Canis latrans Say, 1823",37.41891,-122.16096200000001,19,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7251,1990539302,"Canis latrans Say, 1823",39.367844,-120.25513500000001,10,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7252,1990538206,"Canis latrans Say, 1823",36.628643,-117.051562,1,9,2017,3.5,23.8,15.7,0.3847,68.0654802
7253,1990534773,"Canis latrans Say, 1823",38.323528,-122.66606999999999,5,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7254,1990534181,"Canis latrans Say, 1823",37.748415,-119.58003899999999,12,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7258,1990532889,"Canis latrans Say, 1823",43.029579999999996,-87.897825,9,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7259,1990530465,"Canis latrans Say, 1823",34.145961,-118.29475900000001,17,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7260,1990530069,"Canis latrans Say, 1823",30.686607000000002,-97.640462,18,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7261,1990528845,"Canis latrans Say, 1823",40.009681,-76.734381,23,12,2018,70.0,4.0,6.1,0.071147495,93.13245167
7262,1990528071,"Canis latrans Say, 1823",38.056692,-76.64850899999999,18,1,2019,88.6,3.9,4.5,0.048249642,95.28958744
7264,1990525208,"Canis latrans Say, 1823",41.449207,-73.279848,17,1,2019,36.2,-2.0,2.7,0.066709988,93.5466458
7265,1990524742,"Canis latrans Say, 1823",37.794553,-122.457002,17,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7266,1990523258,"Canis latrans Say, 1823",32.876003999999995,-97.168195,17,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7268,1990522946,"Canis latrans Say, 1823",35.628627,-119.916748,12,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7269,1990522101,"Canis latrans Say, 1823",43.053609,-87.991232,10,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7270,1990521853,"Canis latrans Say, 1823",37.794543,-122.45711499999999,14,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7271,1990521819,"Canis latrans Say, 1823",37.794548,-122.456992,13,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7272,1990521738,"Canis latrans Say, 1823",37.794563000000004,-122.45711399999999,7,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7273,1990521717,"Canis latrans Say, 1823",37.794528,-122.457159,8,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7274,1990521679,"Canis latrans Say, 1823",37.794573,-122.457054,1,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7275,1990521676,"Canis latrans Say, 1823",37.794553,-122.45709199999999,4,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7276,1990521429,"Canis latrans Say, 1823",30.253467999999998,-98.131827,17,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7277,1990521383,"Canis latrans Say, 1823",33.452841,-111.631643,16,1,2019,145.0,14.3,-0.5,0.032908434,96.76271575
7278,1990519018,"Canis latrans Say, 1823",32.645314,-97.006588,14,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7280,1990512907,"Canis latrans Say, 1823",32.846046,-96.847945,16,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7281,1990512545,"Canis latrans Say, 1823",43.050181,-87.999095,3,12,2018,56.4,0.5,5.7,0.035267352,96.53472938
7282,1990510348,"Canis latrans Say, 1823",42.272901,-122.94175200000001,5,1,2019,20.0,8.7,-0.5,0.099334035,90.54402086
7283,1990509237,"Canis latrans Say, 1823",37.752918,-122.400249,15,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7284,1990508353,"Canis latrans Say, 1823",32.843071,-117.068431,15,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7285,1990507942,"Canis latrans Say, 1823",43.584265,-72.98942,15,1,2019,37.2,-3.6,2.7,0.066709988,93.5466458
7286,1990506683,"Canis latrans Say, 1823",37.744269,-122.411336,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7287,1990506445,"Canis latrans Say, 1823",32.428833000000004,-106.54781299999999,15,1,2019,145.0,1.8,6.0,0.032908434,96.76271575
7289,1990503293,"Canis latrans Say, 1823",38.715021,-121.562928,14,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7290,1990502167,"Canis latrans Say, 1823",46.561899,-112.26800800000001,14,1,2019,20.0,-2.2,-0.5,0.041272188,95.95679111
7291,1990501989,"Canis latrans Say, 1823",37.744269,-122.411336,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7292,1990500873,"Canis latrans Say, 1823",39.950043,-105.10337700000001,14,1,2019,5.5,1.8,-0.5,0.032908434,96.76271575
7293,1990500826,"Canis latrans Say, 1823",40.901322,-124.0673,14,1,2019,20.0,11.3,-0.5,0.099334035,90.54402086
7294,1990499358,"Canis latrans Say, 1823",41.655674,-87.574202,13,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7295,1990499125,"Canis latrans Say, 1823",37.072835,-121.531277,13,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7296,1990499122,"Canis latrans Say, 1823",32.715243,-116.76096399999999,13,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7297,1990498811,"Canis latrans Say, 1823",37.416578,-89.373133,13,1,2019,7.5,-1.9,6.0,1.68381155,18.56649544
7298,1990498573,"Canis latrans Say, 1823",43.105032,-87.900997,13,1,2019,61.5,-5.5,6.0,0.06887462700000001,93.34437017
7299,1990497260,"Canis latrans Say, 1823",38.019165,-122.800278,14,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7300,1990495928,"Canis latrans Say, 1823",41.84032,-88.23273,24,10,2016,30.9,14.7,15.9,0.051408087000000005,94.98909533
7301,1990495739,"Canis latrans Say, 1823",33.074512,-116.98006399999998,13,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7302,1990495565,"Canis latrans Say, 1823",32.493122,-110.870042,2,12,2018,98.7,14.3,7.5,0.28879277600000003,74.91674346
7303,1990494897,"Canis latrans Say, 1823",41.446182,-72.86191600000001,12,1,2019,36.2,-2.0,2.7,0.066709988,93.5466458
7304,1990494068,"Canis latrans Say, 1823",45.466572,-122.463045,11,1,2019,20.0,8.7,-0.5,0.042777697999999996,95.81243591
7305,1990493944,"Canis latrans Say, 1823",37.177508,-120.80258500000001,25,12,2018,98.7,10.4,7.5,0.18112288699999998,83.43328234
7306,1990493923,"Canis latrans Say, 1823",37.047226,-121.463641,13,1,2019,145.0,11.3,-0.5,0.209248548,81.11935903
7307,1990493661,"Canis latrans Say, 1823",33.687508,-112.035478,2,6,2018,0.3,21.8,17.0,0.266521143,76.60398070000001
7308,1990493370,"Canis latrans Say, 1823",32.152353999999995,-110.748686,13,1,2019,145.0,14.3,6.0,0.032908434,96.76271575
7309,1990492780,"Canis latrans Say, 1823",28.562138,-97.876678,13,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7310,1990491752,"Canis latrans Say, 1823",32.843716,-97.290421,13,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
7311,1990489977,"Canis latrans Say, 1823",33.188708,-116.314206,13,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7312,1990489503,"Canis latrans Say, 1823",31.996131,-110.64523700000001,12,1,2019,145.0,14.3,6.0,0.032908434,96.76271575
7313,1990487414,"Canis latrans Say, 1823",38.927738,-123.716352,12,1,2019,20.0,11.3,-0.5,0.099334035,90.54402086
7314,1990487035,"Canis latrans Say, 1823",38.010619,-122.496548,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7315,1990484520,"Canis latrans Say, 1823",37.887097,-121.989686,12,1,2019,145.0,11.3,-0.5,0.099334035,90.54402086
7316,1990483187,"Canis latrans Say, 1823",38.886672999999995,-107.111527,1,6,2016,134.4,18.3,17.3,0.253424582,77.61382776
7317,1990482558,"Canis latrans Say, 1823",33.180498,-116.32541,12,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7318,1990482082,"Canis latrans Say, 1823",41.320783,-81.55605899999999,12,1,2019,24.6,-6.2,4.5,0.06887462700000001,93.34437017
7319,1990480626,"Canis latrans Say, 1823",41.228345000000004,-73.670863,12,1,2019,36.2,-2.0,2.7,0.066709988,93.5466458
7320,1990480353,"Canis latrans Say, 1823",32.547389,-117.114446,11,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7321,1990480314,"Canis latrans Say, 1823",32.548438,-117.114531,11,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7322,1990478238,"Canis latrans Say, 1823",34.286057,-118.826355,11,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7323,1990477008,"Canis latrans Say, 1823",33.350223,-114.671768,10,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7324,1990476833,"Canis latrans Say, 1823",34.434033,-119.134933,11,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7325,1990476758,"Canis latrans Say, 1823",33.356164,-117.168379,5,11,2018,58.6,17.6,2.7,0.45958034700000006,63.15486213
7326,1990476023,"Canis latrans Say, 1823",38.589988,-92.23172,11,1,2019,7.5,-1.9,6.0,1.68381155,18.56649544
7327,1990475654,"Canis latrans Say, 1823",39.548782,-105.10213999999999,10,1,2019,5.5,1.8,-0.5,0.032908434,96.76271575
7328,1990475627,"Canis latrans Say, 1823",39.548826,-105.098542,11,1,2019,5.5,1.8,-0.5,0.032908434,96.76271575
7329,1990475230,"Canis latrans Say, 1823",34.463406,-119.83900200000001,31,12,2018,98.7,14.3,7.5,0.18112288699999998,83.43328234
7330,1990474334,"Canis latrans Say, 1823",45.343731,-112.63416000000001,8,12,2018,64.2,-1.8,7.5,0.032595343,96.79301603
7331,1990472104,"Canis latrans Say, 1823",43.641090000000005,-116.18903700000001,24,12,2017,35.6,4.6,0.9,0.48374891799999997,61.64679666
7332,1990471660,"Canis latrans Say, 1823",32.685771,-116.70633899999999,28,12,2018,98.7,14.3,7.5,0.18112288699999998,83.43328234
7333,1990471335,"Canis latrans Say, 1823",32.968362,-116.59838,28,12,2018,98.7,14.3,7.5,0.18112288699999998,83.43328234
7334,1990471309,"Canis latrans Say, 1823",33.184351,-116.32393799999998,10,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7335,1990471180,"Canis latrans Say, 1823",33.184571999999996,-116.32476899999999,10,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7336,1990467751,"Canis latrans Say, 1823",42.474864000000004,-70.910046,18,12,2018,0.0,3.7,6.1,0.064528837,93.75090785
7337,1990464780,"Canis latrans Say, 1823",44.721342,-93.349259,27,12,2018,56.4,-6.1,5.7,0.035267352,96.53472938
7338,1990460135,"Canis latrans Say, 1823",44.769948,-93.341277,30,11,2018,41.2,0.9,8.4,0.051614902000000004,94.96945218
7339,1990460130,"Canis latrans Say, 1823",44.769690999999995,-93.34083000000001,30,11,2018,41.2,0.9,8.4,0.051614902000000004,94.96945218
7340,1990456449,"Canis latrans Say, 1823",28.207933,-81.6641,21,10,2018,0.0,27.8,16.3,0.045499505999999995,95.55200749
7341,1990454978,"Canis latrans Say, 1823",43.183214,-87.906254,6,10,2018,82.6,11.5,17.2,0.052907854000000004,94.84674063
7342,1990450260,"Canis latrans Say, 1823",45.173888,-92.99883299999999,24,8,2018,94.6,24.3,20.0,0.19533740100000002,82.25570799
7343,1990448657,"Canis latrans Say, 1823",33.165699,-96.620796,10,8,2018,55.8,28.6,23.3,0.19533740100000002,82.25570799
7347,1986633978,"Canis latrans Say, 1823",33.191837,-116.36398899999999,16,3,2017,57.6,8.9,10.6,0.102305817,90.27534324
7348,1986629983,"Canis latrans Say, 1823",32.705006,-116.520233,10,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7349,1986629852,"Canis latrans Say, 1823",34.5367,-114.49399199999999,10,1,2019,145.0,14.3,-0.5,0.209248548,81.11935903
7350,1986628784,"Canis latrans Say, 1823",43.167827,-72.410578,10,1,2019,37.2,-3.6,2.7,0.066709988,93.5466458
7351,1986628533,"Canis latrans Say, 1823",32.732068,-95.99714499999999,9,1,2019,7.5,7.8,6.0,1.68381155,18.56649544
